Interface,API,Chrome_62.0.3202.62_OSX_10.13.3,Chrome_63.0.3239.84_OSX_10.13.3
AnalyserNode,fftSize,true,true
AnalyserNode,frequencyBinCount,true,true
AnalyserNode,getByteFrequencyData,true,true
AnalyserNode,getByteTimeDomainData,true,true
AnalyserNode,getFloatFrequencyData,true,true
AnalyserNode,getFloatTimeDomainData,true,true
AnalyserNode,maxDecibels,true,true
AnalyserNode,minDecibels,true,true
AnalyserNode,smoothingTimeConstant,true,true
AnimationEvent,animationName,true,true
AnimationEvent,elapsedTime,true,true
ApplicationCache,abort,true,true
ApplicationCache,oncached,true,true
ApplicationCache,onchecking,true,true
ApplicationCache,ondownloading,true,true
ApplicationCache,onerror,true,true
ApplicationCache,onnoupdate,true,true
ApplicationCache,onobsolete,true,true
ApplicationCache,onprogress,true,true
ApplicationCache,onupdateready,true,true
ApplicationCache,status,true,true
ApplicationCache,swapCache,true,true
ApplicationCache,update,true,true
ApplicationCacheErrorEvent,message,true,true
ApplicationCacheErrorEvent,reason,true,true
ApplicationCacheErrorEvent,status,true,true
ApplicationCacheErrorEvent,url,true,true
Array,concat,true,true
Array,copyWithin,true,true
Array,entries,true,true
Array,every,true,true
Array,fill,true,true
Array,filter,true,true
Array,find,true,true
Array,findIndex,true,true
Array,forEach,true,true
Array,from,true,true
Array,includes,true,true
Array,indexOf,true,true
Array,isArray,true,true
Array,join,true,true
Array,keys,true,true
Array,lastIndexOf,true,true
Array,length,true,true
Array,map,true,true
Array,of,true,true
Array,pop,true,true
Array,push,true,true
Array,reduce,true,true
Array,reduceRight,true,true
Array,reverse,true,true
Array,shift,true,true
Array,slice,true,true
Array,some,true,true
Array,sort,true,true
Array,splice,true,true
Array,unshift,true,true
ArrayBuffer,byteLength,true,true
ArrayBuffer,isView,true,true
ArrayBuffer,slice,true,true
Atomics,add,true,true
Atomics,and,true,true
Atomics,compareExchange,true,true
Atomics,exchange,true,true
Atomics,isLockFree,true,true
Atomics,load,true,true
Atomics,or,true,true
Atomics,store,true,true
Atomics,sub,true,true
Atomics,wait,true,true
Atomics,wake,true,true
Atomics,xor,true,true
Attr,localName,true,true
Attr,name,true,true
Attr,namespaceURI,true,true
Attr,ownerElement,true,true
Attr,prefix,true,true
Attr,specified,true,true
Attr,value,true,true
AudioBuffer,copyFromChannel,true,true
AudioBuffer,copyToChannel,true,true
AudioBuffer,duration,true,true
AudioBuffer,getChannelData,true,true
AudioBuffer,length,true,true
AudioBuffer,numberOfChannels,true,true
AudioBuffer,sampleRate,true,true
AudioBufferSourceNode,buffer,true,true
AudioBufferSourceNode,detune,true,true
AudioBufferSourceNode,loop,true,true
AudioBufferSourceNode,loopEnd,true,true
AudioBufferSourceNode,loopStart,true,true
AudioBufferSourceNode,playbackRate,true,true
AudioContext,baseLatency,true,true
AudioContext,close,true,true
AudioContext,getOutputTimestamp,true,true
AudioContext,suspend,true,true
AudioDestinationNode,maxChannelCount,true,true
AudioListener,forwardX,true,true
AudioListener,forwardY,true,true
AudioListener,forwardZ,true,true
AudioListener,positionX,true,true
AudioListener,positionY,true,true
AudioListener,positionZ,true,true
AudioListener,setOrientation,true,true
AudioListener,setPosition,true,true
AudioListener,upX,true,true
AudioListener,upY,true,true
AudioListener,upZ,true,true
AudioNode,channelCount,true,true
AudioNode,channelCountMode,true,true
AudioNode,channelInterpretation,true,true
AudioNode,connect,true,true
AudioNode,context,true,true
AudioNode,disconnect,true,true
AudioNode,numberOfInputs,true,true
AudioNode,numberOfOutputs,true,true
AudioParam,cancelAndHoldAtTime,true,true
AudioParam,cancelScheduledValues,true,true
AudioParam,defaultValue,true,true
AudioParam,exponentialRampToValueAtTime,true,true
AudioParam,linearRampToValueAtTime,true,true
AudioParam,maxValue,true,true
AudioParam,minValue,true,true
AudioParam,setTargetAtTime,true,true
AudioParam,setValueAtTime,true,true
AudioParam,setValueCurveAtTime,true,true
AudioParam,value,true,true
AudioProcessingEvent,inputBuffer,true,true
AudioProcessingEvent,outputBuffer,true,true
AudioProcessingEvent,playbackTime,true,true
AudioScheduledSourceNode,onended,true,true
AudioScheduledSourceNode,start,true,true
AudioScheduledSourceNode,stop,true,true
BarProp,visible,true,true
BaseAudioContext,createAnalyser,true,true
BaseAudioContext,createBiquadFilter,true,true
BaseAudioContext,createBuffer,true,true
BaseAudioContext,createBufferSource,true,true
BaseAudioContext,createChannelMerger,true,true
BaseAudioContext,createChannelSplitter,true,true
BaseAudioContext,createConstantSource,true,true
BaseAudioContext,createConvolver,true,true
BaseAudioContext,createDelay,true,true
BaseAudioContext,createDynamicsCompressor,true,true
BaseAudioContext,createGain,true,true
BaseAudioContext,createIIRFilter,true,true
BaseAudioContext,createMediaElementSource,true,true
BaseAudioContext,createMediaStreamDestination,true,true
BaseAudioContext,createMediaStreamSource,true,true
BaseAudioContext,createOscillator,true,true
BaseAudioContext,createPanner,true,true
BaseAudioContext,createPeriodicWave,true,true
BaseAudioContext,createScriptProcessor,true,true
BaseAudioContext,createStereoPanner,true,true
BaseAudioContext,createWaveShaper,true,true
BaseAudioContext,currentTime,true,true
BaseAudioContext,decodeAudioData,true,true
BaseAudioContext,destination,true,true
BaseAudioContext,listener,true,true
BaseAudioContext,onstatechange,true,true
BaseAudioContext,resume,true,true
BaseAudioContext,sampleRate,true,true
BaseAudioContext,state,true,true
BatteryManager,charging,true,true
BatteryManager,chargingTime,true,true
BatteryManager,dischargingTime,true,true
BatteryManager,level,true,true
BatteryManager,onchargingchange,true,true
BatteryManager,onchargingtimechange,true,true
BatteryManager,ondischargingtimechange,true,true
BatteryManager,onlevelchange,true,true
BeforeInstallPromptEvent,platforms,true,true
BeforeInstallPromptEvent,prompt,true,true
BeforeInstallPromptEvent,userChoice,true,true
BiquadFilterNode,Q,true,true
BiquadFilterNode,detune,true,true
BiquadFilterNode,frequency,true,true
BiquadFilterNode,gain,true,true
BiquadFilterNode,getFrequencyResponse,true,true
BiquadFilterNode,type,true,true
Blob,size,true,true
Blob,slice,true,true
Blob,type,true,true
BlobEvent,data,true,true
BlobEvent,timecode,true,true
Bluetooth,requestDevice,true,true
BluetoothCharacteristicProperties,authenticatedSignedWrites,true,true
BluetoothCharacteristicProperties,broadcast,true,true
BluetoothCharacteristicProperties,indicate,true,true
BluetoothCharacteristicProperties,notify,true,true
BluetoothCharacteristicProperties,read,true,true
BluetoothCharacteristicProperties,reliableWrite,true,true
BluetoothCharacteristicProperties,writableAuxiliaries,true,true
BluetoothCharacteristicProperties,write,true,true
BluetoothCharacteristicProperties,writeWithoutResponse,true,true
BluetoothDevice,gatt,true,true
BluetoothDevice,id,true,true
BluetoothDevice,name,true,true
BluetoothDevice,ongattserverdisconnected,true,true
BluetoothRemoteGATTCharacteristic,getDescriptor,true,true
BluetoothRemoteGATTCharacteristic,getDescriptors,true,true
BluetoothRemoteGATTCharacteristic,oncharacteristicvaluechanged,true,true
BluetoothRemoteGATTCharacteristic,properties,true,true
BluetoothRemoteGATTCharacteristic,readValue,true,true
BluetoothRemoteGATTCharacteristic,service,true,true
BluetoothRemoteGATTCharacteristic,startNotifications,true,true
BluetoothRemoteGATTCharacteristic,stopNotifications,true,true
BluetoothRemoteGATTCharacteristic,uuid,true,true
BluetoothRemoteGATTCharacteristic,value,true,true
BluetoothRemoteGATTCharacteristic,writeValue,true,true
BluetoothRemoteGATTDescriptor,characteristic,true,true
BluetoothRemoteGATTDescriptor,readValue,true,true
BluetoothRemoteGATTDescriptor,uuid,true,true
BluetoothRemoteGATTDescriptor,value,true,true
BluetoothRemoteGATTDescriptor,writeValue,true,true
BluetoothRemoteGATTServer,connect,true,true
BluetoothRemoteGATTServer,connected,true,true
BluetoothRemoteGATTServer,device,true,true
BluetoothRemoteGATTServer,disconnect,true,true
BluetoothRemoteGATTServer,getPrimaryService,true,true
BluetoothRemoteGATTServer,getPrimaryServices,true,true
BluetoothRemoteGATTService,device,true,true
BluetoothRemoteGATTService,getCharacteristic,true,true
BluetoothRemoteGATTService,getCharacteristics,true,true
BluetoothRemoteGATTService,isPrimary,true,true
BluetoothRemoteGATTService,uuid,true,true
BluetoothUUID,canonicalUUID,true,true
BluetoothUUID,getCharacteristic,true,true
BluetoothUUID,getDescriptor,true,true
BluetoothUUID,getService,true,true
BroadcastChannel,close,true,true
BroadcastChannel,name,true,true
BroadcastChannel,onmessage,true,true
BroadcastChannel,onmessageerror,true,true
BroadcastChannel,postMessage,true,true
BudgetService,reserve,true,true
ByteLengthQueuingStrategy,size,true,true
CSS,escape,true,true
CSS,supports,true,true
CSSConditionRule,conditionText,true,true
CSSFontFaceRule,style,true,true
CSSGroupingRule,cssRules,true,true
CSSGroupingRule,deleteRule,true,true
CSSGroupingRule,insertRule,true,true
CSSImportRule,href,true,true
CSSImportRule,media,true,true
CSSImportRule,styleSheet,true,true
CSSKeyframeRule,keyText,true,true
CSSKeyframeRule,style,true,true
CSSKeyframesRule,appendRule,true,true
CSSKeyframesRule,cssRules,true,true
CSSKeyframesRule,deleteRule,true,true
CSSKeyframesRule,findRule,true,true
CSSKeyframesRule,name,true,true
CSSMediaRule,media,true,true
CSSNamespaceRule,namespaceURI,true,true
CSSNamespaceRule,prefix,true,true
CSSPageRule,selectorText,true,true
CSSPageRule,style,true,true
CSSRule,cssText,true,true
CSSRule,parentRule,true,true
CSSRule,parentStyleSheet,true,true
CSSRule,type,true,true
CSSRuleList,item,true,true
CSSRuleList,length,true,true
CSSStyleDeclaration,alignContent,true,true
CSSStyleDeclaration,alignItems,true,true
CSSStyleDeclaration,alignSelf,true,true
CSSStyleDeclaration,alignmentBaseline,true,true
CSSStyleDeclaration,all,true,true
CSSStyleDeclaration,animation,true,true
CSSStyleDeclaration,animationDelay,true,true
CSSStyleDeclaration,animationDirection,true,true
CSSStyleDeclaration,animationDuration,true,true
CSSStyleDeclaration,animationFillMode,true,true
CSSStyleDeclaration,animationIterationCount,true,true
CSSStyleDeclaration,animationName,true,true
CSSStyleDeclaration,animationPlayState,true,true
CSSStyleDeclaration,animationTimingFunction,true,true
CSSStyleDeclaration,backfaceVisibility,true,true
CSSStyleDeclaration,background,true,true
CSSStyleDeclaration,backgroundAttachment,true,true
CSSStyleDeclaration,backgroundBlendMode,true,true
CSSStyleDeclaration,backgroundClip,true,true
CSSStyleDeclaration,backgroundColor,true,true
CSSStyleDeclaration,backgroundImage,true,true
CSSStyleDeclaration,backgroundOrigin,true,true
CSSStyleDeclaration,backgroundPosition,true,true
CSSStyleDeclaration,backgroundPositionX,true,true
CSSStyleDeclaration,backgroundPositionY,true,true
CSSStyleDeclaration,backgroundRepeat,true,true
CSSStyleDeclaration,backgroundRepeatX,true,true
CSSStyleDeclaration,backgroundRepeatY,true,true
CSSStyleDeclaration,backgroundSize,true,true
CSSStyleDeclaration,baselineShift,true,true
CSSStyleDeclaration,blockSize,true,true
CSSStyleDeclaration,border,true,true
CSSStyleDeclaration,borderBottom,true,true
CSSStyleDeclaration,borderBottomColor,true,true
CSSStyleDeclaration,borderBottomLeftRadius,true,true
CSSStyleDeclaration,borderBottomRightRadius,true,true
CSSStyleDeclaration,borderBottomStyle,true,true
CSSStyleDeclaration,borderBottomWidth,true,true
CSSStyleDeclaration,borderCollapse,true,true
CSSStyleDeclaration,borderColor,true,true
CSSStyleDeclaration,borderImage,true,true
CSSStyleDeclaration,borderImageOutset,true,true
CSSStyleDeclaration,borderImageRepeat,true,true
CSSStyleDeclaration,borderImageSlice,true,true
CSSStyleDeclaration,borderImageSource,true,true
CSSStyleDeclaration,borderImageWidth,true,true
CSSStyleDeclaration,borderLeft,true,true
CSSStyleDeclaration,borderLeftColor,true,true
CSSStyleDeclaration,borderLeftStyle,true,true
CSSStyleDeclaration,borderLeftWidth,true,true
CSSStyleDeclaration,borderRadius,true,true
CSSStyleDeclaration,borderRight,true,true
CSSStyleDeclaration,borderRightColor,true,true
CSSStyleDeclaration,borderRightStyle,true,true
CSSStyleDeclaration,borderRightWidth,true,true
CSSStyleDeclaration,borderSpacing,true,true
CSSStyleDeclaration,borderStyle,true,true
CSSStyleDeclaration,borderTop,true,true
CSSStyleDeclaration,borderTopColor,true,true
CSSStyleDeclaration,borderTopLeftRadius,true,true
CSSStyleDeclaration,borderTopRightRadius,true,true
CSSStyleDeclaration,borderTopStyle,true,true
CSSStyleDeclaration,borderTopWidth,true,true
CSSStyleDeclaration,borderWidth,true,true
CSSStyleDeclaration,bottom,true,true
CSSStyleDeclaration,boxShadow,true,true
CSSStyleDeclaration,boxSizing,true,true
CSSStyleDeclaration,breakAfter,true,true
CSSStyleDeclaration,breakBefore,true,true
CSSStyleDeclaration,breakInside,true,true
CSSStyleDeclaration,bufferedRendering,true,true
CSSStyleDeclaration,captionSide,true,true
CSSStyleDeclaration,caretColor,true,true
CSSStyleDeclaration,clear,true,true
CSSStyleDeclaration,clip,true,true
CSSStyleDeclaration,clipPath,true,true
CSSStyleDeclaration,clipRule,true,true
CSSStyleDeclaration,color,true,true
CSSStyleDeclaration,colorInterpolation,true,true
CSSStyleDeclaration,colorInterpolationFilters,true,true
CSSStyleDeclaration,colorRendering,true,true
CSSStyleDeclaration,columnCount,true,true
CSSStyleDeclaration,columnFill,true,true
CSSStyleDeclaration,columnGap,true,true
CSSStyleDeclaration,columnRule,true,true
CSSStyleDeclaration,columnRuleColor,true,true
CSSStyleDeclaration,columnRuleStyle,true,true
CSSStyleDeclaration,columnRuleWidth,true,true
CSSStyleDeclaration,columnSpan,true,true
CSSStyleDeclaration,columnWidth,true,true
CSSStyleDeclaration,columns,true,true
CSSStyleDeclaration,contain,true,true
CSSStyleDeclaration,content,true,true
CSSStyleDeclaration,counterIncrement,true,true
CSSStyleDeclaration,counterReset,true,true
CSSStyleDeclaration,cssFloat,true,true
CSSStyleDeclaration,cssText,true,true
CSSStyleDeclaration,cursor,true,true
CSSStyleDeclaration,cx,true,true
CSSStyleDeclaration,cy,true,true
CSSStyleDeclaration,d,true,true
CSSStyleDeclaration,direction,true,true
CSSStyleDeclaration,display,true,true
CSSStyleDeclaration,dominantBaseline,true,true
CSSStyleDeclaration,emptyCells,true,true
CSSStyleDeclaration,fill,true,true
CSSStyleDeclaration,fillOpacity,true,true
CSSStyleDeclaration,fillRule,true,true
CSSStyleDeclaration,filter,true,true
CSSStyleDeclaration,flex,true,true
CSSStyleDeclaration,flexBasis,true,true
CSSStyleDeclaration,flexDirection,true,true
CSSStyleDeclaration,flexFlow,true,true
CSSStyleDeclaration,flexGrow,true,true
CSSStyleDeclaration,flexShrink,true,true
CSSStyleDeclaration,flexWrap,true,true
CSSStyleDeclaration,float,true,true
CSSStyleDeclaration,floodColor,true,true
CSSStyleDeclaration,floodOpacity,true,true
CSSStyleDeclaration,font,true,true
CSSStyleDeclaration,fontDisplay,true,true
CSSStyleDeclaration,fontFamily,true,true
CSSStyleDeclaration,fontFeatureSettings,true,true
CSSStyleDeclaration,fontKerning,true,true
CSSStyleDeclaration,fontSize,true,true
CSSStyleDeclaration,fontStretch,true,true
CSSStyleDeclaration,fontStyle,true,true
CSSStyleDeclaration,fontVariant,true,true
CSSStyleDeclaration,fontVariantCaps,true,true
CSSStyleDeclaration,fontVariantEastAsian,false,true
CSSStyleDeclaration,fontVariantLigatures,true,true
CSSStyleDeclaration,fontVariantNumeric,true,true
CSSStyleDeclaration,fontVariationSettings,true,true
CSSStyleDeclaration,fontWeight,true,true
CSSStyleDeclaration,getPropertyPriority,true,true
CSSStyleDeclaration,getPropertyValue,true,true
CSSStyleDeclaration,grid,true,true
CSSStyleDeclaration,gridArea,true,true
CSSStyleDeclaration,gridAutoColumns,true,true
CSSStyleDeclaration,gridAutoFlow,true,true
CSSStyleDeclaration,gridAutoRows,true,true
CSSStyleDeclaration,gridColumn,true,true
CSSStyleDeclaration,gridColumnEnd,true,true
CSSStyleDeclaration,gridColumnGap,true,true
CSSStyleDeclaration,gridColumnStart,true,true
CSSStyleDeclaration,gridGap,true,true
CSSStyleDeclaration,gridRow,true,true
CSSStyleDeclaration,gridRowEnd,true,true
CSSStyleDeclaration,gridRowGap,true,true
CSSStyleDeclaration,gridRowStart,true,true
CSSStyleDeclaration,gridTemplate,true,true
CSSStyleDeclaration,gridTemplateAreas,true,true
CSSStyleDeclaration,gridTemplateColumns,true,true
CSSStyleDeclaration,gridTemplateRows,true,true
CSSStyleDeclaration,height,true,true
CSSStyleDeclaration,hyphens,true,true
CSSStyleDeclaration,imageRendering,true,true
CSSStyleDeclaration,inlineSize,true,true
CSSStyleDeclaration,isolation,true,true
CSSStyleDeclaration,item,true,true
CSSStyleDeclaration,justifyContent,true,true
CSSStyleDeclaration,justifyItems,true,true
CSSStyleDeclaration,justifySelf,true,true
CSSStyleDeclaration,left,true,true
CSSStyleDeclaration,length,true,true
CSSStyleDeclaration,letterSpacing,true,true
CSSStyleDeclaration,lightingColor,true,true
CSSStyleDeclaration,lineBreak,true,true
CSSStyleDeclaration,lineHeight,true,true
CSSStyleDeclaration,listStyle,true,true
CSSStyleDeclaration,listStyleImage,true,true
CSSStyleDeclaration,listStylePosition,true,true
CSSStyleDeclaration,listStyleType,true,true
CSSStyleDeclaration,margin,true,true
CSSStyleDeclaration,marginBottom,true,true
CSSStyleDeclaration,marginLeft,true,true
CSSStyleDeclaration,marginRight,true,true
CSSStyleDeclaration,marginTop,true,true
CSSStyleDeclaration,marker,true,true
CSSStyleDeclaration,markerEnd,true,true
CSSStyleDeclaration,markerMid,true,true
CSSStyleDeclaration,markerStart,true,true
CSSStyleDeclaration,mask,true,true
CSSStyleDeclaration,maskType,true,true
CSSStyleDeclaration,maxBlockSize,true,true
CSSStyleDeclaration,maxHeight,true,true
CSSStyleDeclaration,maxInlineSize,true,true
CSSStyleDeclaration,maxWidth,true,true
CSSStyleDeclaration,maxZoom,true,true
CSSStyleDeclaration,minBlockSize,true,true
CSSStyleDeclaration,minHeight,true,true
CSSStyleDeclaration,minInlineSize,true,true
CSSStyleDeclaration,minWidth,true,true
CSSStyleDeclaration,minZoom,true,true
CSSStyleDeclaration,mixBlendMode,true,true
CSSStyleDeclaration,objectFit,true,true
CSSStyleDeclaration,objectPosition,true,true
CSSStyleDeclaration,offset,true,true
CSSStyleDeclaration,offsetDistance,true,true
CSSStyleDeclaration,offsetPath,true,true
CSSStyleDeclaration,offsetRotate,true,true
CSSStyleDeclaration,opacity,true,true
CSSStyleDeclaration,order,true,true
CSSStyleDeclaration,orientation,true,true
CSSStyleDeclaration,orphans,true,true
CSSStyleDeclaration,outline,true,true
CSSStyleDeclaration,outlineColor,true,true
CSSStyleDeclaration,outlineOffset,true,true
CSSStyleDeclaration,outlineStyle,true,true
CSSStyleDeclaration,outlineWidth,true,true
CSSStyleDeclaration,overflow,true,true
CSSStyleDeclaration,overflowAnchor,true,true
CSSStyleDeclaration,overflowWrap,true,true
CSSStyleDeclaration,overflowX,true,true
CSSStyleDeclaration,overflowY,true,true
CSSStyleDeclaration,overscrollBehavior,false,true
CSSStyleDeclaration,overscrollBehaviorX,false,true
CSSStyleDeclaration,overscrollBehaviorY,false,true
CSSStyleDeclaration,padding,true,true
CSSStyleDeclaration,paddingBottom,true,true
CSSStyleDeclaration,paddingLeft,true,true
CSSStyleDeclaration,paddingRight,true,true
CSSStyleDeclaration,paddingTop,true,true
CSSStyleDeclaration,page,true,true
CSSStyleDeclaration,pageBreakAfter,true,true
CSSStyleDeclaration,pageBreakBefore,true,true
CSSStyleDeclaration,pageBreakInside,true,true
CSSStyleDeclaration,paintOrder,true,true
CSSStyleDeclaration,parentRule,true,true
CSSStyleDeclaration,perspective,true,true
CSSStyleDeclaration,perspectiveOrigin,true,true
CSSStyleDeclaration,placeContent,true,true
CSSStyleDeclaration,placeItems,true,true
CSSStyleDeclaration,placeSelf,true,true
CSSStyleDeclaration,pointerEvents,true,true
CSSStyleDeclaration,position,true,true
CSSStyleDeclaration,quotes,true,true
CSSStyleDeclaration,r,true,true
CSSStyleDeclaration,removeProperty,true,true
CSSStyleDeclaration,resize,true,true
CSSStyleDeclaration,right,true,true
CSSStyleDeclaration,rx,true,true
CSSStyleDeclaration,ry,true,true
CSSStyleDeclaration,scrollBehavior,true,true
CSSStyleDeclaration,setProperty,true,true
CSSStyleDeclaration,shapeImageThreshold,true,true
CSSStyleDeclaration,shapeMargin,true,true
CSSStyleDeclaration,shapeOutside,true,true
CSSStyleDeclaration,shapeRendering,true,true
CSSStyleDeclaration,size,true,true
CSSStyleDeclaration,speak,true,true
CSSStyleDeclaration,src,true,true
CSSStyleDeclaration,stopColor,true,true
CSSStyleDeclaration,stopOpacity,true,true
CSSStyleDeclaration,stroke,true,true
CSSStyleDeclaration,strokeDasharray,true,true
CSSStyleDeclaration,strokeDashoffset,true,true
CSSStyleDeclaration,strokeLinecap,true,true
CSSStyleDeclaration,strokeLinejoin,true,true
CSSStyleDeclaration,strokeMiterlimit,true,true
CSSStyleDeclaration,strokeOpacity,true,true
CSSStyleDeclaration,strokeWidth,true,true
CSSStyleDeclaration,tabSize,true,true
CSSStyleDeclaration,tableLayout,true,true
CSSStyleDeclaration,textAlign,true,true
CSSStyleDeclaration,textAlignLast,true,true
CSSStyleDeclaration,textAnchor,true,true
CSSStyleDeclaration,textCombineUpright,true,true
CSSStyleDeclaration,textDecoration,true,true
CSSStyleDeclaration,textDecorationColor,true,true
CSSStyleDeclaration,textDecorationLine,true,true
CSSStyleDeclaration,textDecorationSkip,true,true
CSSStyleDeclaration,textDecorationSkipInk,false,false
CSSStyleDeclaration,textDecorationStyle,true,true
CSSStyleDeclaration,textIndent,true,true
CSSStyleDeclaration,textOrientation,true,true
CSSStyleDeclaration,textOverflow,true,true
CSSStyleDeclaration,textRendering,true,true
CSSStyleDeclaration,textShadow,true,true
CSSStyleDeclaration,textSizeAdjust,true,true
CSSStyleDeclaration,textTransform,true,true
CSSStyleDeclaration,textUnderlinePosition,true,true
CSSStyleDeclaration,top,true,true
CSSStyleDeclaration,touchAction,true,true
CSSStyleDeclaration,transform,true,true
CSSStyleDeclaration,transformBox,false,false
CSSStyleDeclaration,transformOrigin,true,true
CSSStyleDeclaration,transformStyle,true,true
CSSStyleDeclaration,transition,true,true
CSSStyleDeclaration,transitionDelay,true,true
CSSStyleDeclaration,transitionDuration,true,true
CSSStyleDeclaration,transitionProperty,true,true
CSSStyleDeclaration,transitionTimingFunction,true,true
CSSStyleDeclaration,unicodeBidi,true,true
CSSStyleDeclaration,unicodeRange,true,true
CSSStyleDeclaration,userSelect,true,true
CSSStyleDeclaration,userZoom,true,true
CSSStyleDeclaration,vectorEffect,true,true
CSSStyleDeclaration,verticalAlign,true,true
CSSStyleDeclaration,visibility,true,true
CSSStyleDeclaration,webkitAppRegion,true,true
CSSStyleDeclaration,webkitAppearance,true,true
CSSStyleDeclaration,webkitBackgroundClip,true,true
CSSStyleDeclaration,webkitBackgroundOrigin,true,true
CSSStyleDeclaration,webkitBorderAfter,true,true
CSSStyleDeclaration,webkitBorderAfterColor,true,true
CSSStyleDeclaration,webkitBorderAfterStyle,true,true
CSSStyleDeclaration,webkitBorderAfterWidth,true,true
CSSStyleDeclaration,webkitBorderBefore,true,true
CSSStyleDeclaration,webkitBorderBeforeColor,true,true
CSSStyleDeclaration,webkitBorderBeforeStyle,true,true
CSSStyleDeclaration,webkitBorderBeforeWidth,true,true
CSSStyleDeclaration,webkitBorderEnd,true,true
CSSStyleDeclaration,webkitBorderEndColor,true,true
CSSStyleDeclaration,webkitBorderEndStyle,true,true
CSSStyleDeclaration,webkitBorderEndWidth,true,true
CSSStyleDeclaration,webkitBorderHorizontalSpacing,true,true
CSSStyleDeclaration,webkitBorderImage,true,true
CSSStyleDeclaration,webkitBorderStart,true,true
CSSStyleDeclaration,webkitBorderStartColor,true,true
CSSStyleDeclaration,webkitBorderStartStyle,true,true
CSSStyleDeclaration,webkitBorderStartWidth,true,true
CSSStyleDeclaration,webkitBorderVerticalSpacing,true,true
CSSStyleDeclaration,webkitBoxAlign,true,true
CSSStyleDeclaration,webkitBoxDecorationBreak,true,true
CSSStyleDeclaration,webkitBoxDirection,true,true
CSSStyleDeclaration,webkitBoxFlex,true,true
CSSStyleDeclaration,webkitBoxFlexGroup,true,true
CSSStyleDeclaration,webkitBoxLines,true,true
CSSStyleDeclaration,webkitBoxOrdinalGroup,true,true
CSSStyleDeclaration,webkitBoxOrient,true,true
CSSStyleDeclaration,webkitBoxPack,true,true
CSSStyleDeclaration,webkitBoxReflect,true,true
CSSStyleDeclaration,webkitColumnBreakAfter,true,true
CSSStyleDeclaration,webkitColumnBreakBefore,true,true
CSSStyleDeclaration,webkitColumnBreakInside,true,true
CSSStyleDeclaration,webkitFontSizeDelta,true,true
CSSStyleDeclaration,webkitFontSmoothing,true,true
CSSStyleDeclaration,webkitHighlight,true,true
CSSStyleDeclaration,webkitHyphenateCharacter,true,true
CSSStyleDeclaration,webkitLineBreak,true,true
CSSStyleDeclaration,webkitLineClamp,true,true
CSSStyleDeclaration,webkitLocale,true,true
CSSStyleDeclaration,webkitLogicalHeight,true,true
CSSStyleDeclaration,webkitLogicalWidth,true,true
CSSStyleDeclaration,webkitMarginAfter,true,true
CSSStyleDeclaration,webkitMarginAfterCollapse,true,true
CSSStyleDeclaration,webkitMarginBefore,true,true
CSSStyleDeclaration,webkitMarginBeforeCollapse,true,true
CSSStyleDeclaration,webkitMarginBottomCollapse,true,true
CSSStyleDeclaration,webkitMarginCollapse,true,true
CSSStyleDeclaration,webkitMarginEnd,true,true
CSSStyleDeclaration,webkitMarginStart,true,true
CSSStyleDeclaration,webkitMarginTopCollapse,true,true
CSSStyleDeclaration,webkitMask,true,true
CSSStyleDeclaration,webkitMaskBoxImage,true,true
CSSStyleDeclaration,webkitMaskBoxImageOutset,true,true
CSSStyleDeclaration,webkitMaskBoxImageRepeat,true,true
CSSStyleDeclaration,webkitMaskBoxImageSlice,true,true
CSSStyleDeclaration,webkitMaskBoxImageSource,true,true
CSSStyleDeclaration,webkitMaskBoxImageWidth,true,true
CSSStyleDeclaration,webkitMaskClip,true,true
CSSStyleDeclaration,webkitMaskComposite,true,true
CSSStyleDeclaration,webkitMaskImage,true,true
CSSStyleDeclaration,webkitMaskOrigin,true,true
CSSStyleDeclaration,webkitMaskPosition,true,true
CSSStyleDeclaration,webkitMaskPositionX,true,true
CSSStyleDeclaration,webkitMaskPositionY,true,true
CSSStyleDeclaration,webkitMaskRepeat,true,true
CSSStyleDeclaration,webkitMaskRepeatX,true,true
CSSStyleDeclaration,webkitMaskRepeatY,true,true
CSSStyleDeclaration,webkitMaskSize,true,true
CSSStyleDeclaration,webkitMaxLogicalHeight,true,true
CSSStyleDeclaration,webkitMaxLogicalWidth,true,true
CSSStyleDeclaration,webkitMinLogicalHeight,true,true
CSSStyleDeclaration,webkitMinLogicalWidth,true,true
CSSStyleDeclaration,webkitPaddingAfter,true,true
CSSStyleDeclaration,webkitPaddingBefore,true,true
CSSStyleDeclaration,webkitPaddingEnd,true,true
CSSStyleDeclaration,webkitPaddingStart,true,true
CSSStyleDeclaration,webkitPerspectiveOriginX,true,true
CSSStyleDeclaration,webkitPerspectiveOriginY,true,true
CSSStyleDeclaration,webkitPrintColorAdjust,true,true
CSSStyleDeclaration,webkitRtlOrdering,true,true
CSSStyleDeclaration,webkitRubyPosition,true,true
CSSStyleDeclaration,webkitTapHighlightColor,true,true
CSSStyleDeclaration,webkitTextCombine,true,true
CSSStyleDeclaration,webkitTextDecorationsInEffect,true,true
CSSStyleDeclaration,webkitTextEmphasis,true,true
CSSStyleDeclaration,webkitTextEmphasisColor,true,true
CSSStyleDeclaration,webkitTextEmphasisPosition,true,true
CSSStyleDeclaration,webkitTextEmphasisStyle,true,true
CSSStyleDeclaration,webkitTextFillColor,true,true
