Interface,API,Chrome_62.0.3202.62_OSX_10.13.3,Chrome_63.0.3239.84_OSX_10.13.3
PushSubscriptionOptions,userVisibleOnly,true,true
RTCCertificate,expires,true,true
RTCCertificate,getFingerprints,true,true
RTCDataChannel,binaryType,true,true
RTCDataChannel,bufferedAmount,true,true
RTCDataChannel,bufferedAmountLowThreshold,true,true
RTCDataChannel,close,true,true
RTCDataChannel,id,true,true
RTCDataChannel,label,true,true
RTCDataChannel,maxRetransmitTime,true,true
RTCDataChannel,maxRetransmits,true,true
RTCDataChannel,negotiated,true,true
RTCDataChannel,onbufferedamountlow,true,true
RTCDataChannel,onclose,true,true
RTCDataChannel,onerror,true,true
RTCDataChannel,onmessage,true,true
RTCDataChannel,onopen,true,true
RTCDataChannel,ordered,true,true
RTCDataChannel,protocol,true,true
RTCDataChannel,readyState,true,true
RTCDataChannel,reliable,true,true
RTCDataChannel,send,true,true
RTCDataChannelEvent,channel,true,true
RTCIceCandidate,candidate,true,true
RTCIceCandidate,sdpMLineIndex,true,true
RTCIceCandidate,sdpMid,true,true
RTCIceCandidate,toJSON,true,true
RTCPeerConnection,addIceCandidate,true,true
RTCPeerConnection,addStream,true,true
RTCPeerConnection,addTrack,false,false
RTCPeerConnection,close,true,true
RTCPeerConnection,createAnswer,true,true
RTCPeerConnection,createDTMFSender,true,true
RTCPeerConnection,createDataChannel,true,true
RTCPeerConnection,createOffer,true,true
RTCPeerConnection,generateCertificate,true,true
RTCPeerConnection,getLocalStreams,true,true
RTCPeerConnection,getReceivers,true,true
RTCPeerConnection,getRemoteStreams,true,true
RTCPeerConnection,getSenders,false,false
RTCPeerConnection,getStats,true,true
RTCPeerConnection,iceConnectionState,true,true
RTCPeerConnection,iceGatheringState,true,true
RTCPeerConnection,localDescription,true,true
RTCPeerConnection,onaddstream,true,true
RTCPeerConnection,ondatachannel,true,true
RTCPeerConnection,onicecandidate,true,true
RTCPeerConnection,oniceconnectionstatechange,true,true
RTCPeerConnection,onicegatheringstatechange,true,true
RTCPeerConnection,onnegotiationneeded,true,true
RTCPeerConnection,onremovestream,true,true
RTCPeerConnection,onsignalingstatechange,true,true
RTCPeerConnection,ontrack,false,false
RTCPeerConnection,remoteDescription,true,true
RTCPeerConnection,removeStream,true,true
RTCPeerConnection,removeTrack,false,false
RTCPeerConnection,setConfiguration,true,true
RTCPeerConnection,setLocalDescription,true,true
RTCPeerConnection,setRemoteDescription,true,true
RTCPeerConnection,signalingState,true,true
RTCPeerConnectionIceEvent,candidate,true,true
RTCRtpContributingSource,source,true,true
RTCRtpContributingSource,timestamp,true,true
RTCRtpReceiver,getContributingSources,true,true
RTCRtpReceiver,track,true,true
RTCRtpSender,track,false,false
RTCSessionDescription,sdp,true,true
RTCSessionDescription,toJSON,true,true
RTCSessionDescription,type,true,true
RTCStatsReport,entries,true,true
RTCStatsReport,forEach,true,true
RTCStatsReport,get,true,true
RTCStatsReport,has,true,true
RTCStatsReport,keys,true,true
RTCStatsReport,size,true,true
RTCStatsReport,values,true,true
RTCTrackEvent,receiver,false,false
RTCTrackEvent,streams,false,false
RTCTrackEvent,track,false,false
RadioNodeList,value,true,true
Range,cloneContents,true,true
Range,cloneRange,true,true
Range,collapse,true,true
Range,collapsed,true,true
Range,commonAncestorContainer,true,true
Range,compareBoundaryPoints,true,true
Range,comparePoint,true,true
Range,createContextualFragment,true,true
Range,deleteContents,true,true
Range,detach,true,true
Range,endContainer,true,true
Range,endOffset,true,true
Range,expand,true,true
Range,extractContents,true,true
Range,getBoundingClientRect,true,true
Range,getClientRects,true,true
Range,insertNode,true,true
Range,intersectsNode,true,true
Range,isPointInRange,true,true
Range,selectNode,true,true
Range,selectNodeContents,true,true
Range,setEnd,true,true
Range,setEndAfter,true,true
Range,setEndBefore,true,true
Range,setStart,true,true
Range,setStartAfter,true,true
Range,setStartBefore,true,true
Range,startContainer,true,true
Range,startOffset,true,true
Range,surroundContents,true,true
ReadableStream,cancel,true,true
ReadableStream,getReader,true,true
ReadableStream,locked,true,true
ReadableStream,pipeThrough,true,true
ReadableStream,pipeTo,true,true
ReadableStream,tee,true,true
Reflect,apply,true,true
Reflect,construct,true,true
Reflect,defineProperty,true,true
Reflect,deleteProperty,true,true
Reflect,get,true,true
Reflect,getOwnPropertyDescriptor,true,true
Reflect,getPrototypeOf,true,true
Reflect,has,true,true
Reflect,isExtensible,true,true
Reflect,ownKeys,true,true
Reflect,preventExtensions,true,true
Reflect,set,true,true
Reflect,setPrototypeOf,true,true
RegExp,$&,true,true
RegExp,$',true,true
RegExp,$+,true,true
RegExp,$1,true,true
RegExp,$2,true,true
RegExp,$3,true,true
RegExp,$4,true,true
RegExp,$5,true,true
RegExp,$6,true,true
RegExp,$7,true,true
RegExp,$8,true,true
RegExp,$9,true,true
RegExp,$_,true,true
RegExp,$`,true,true
RegExp,compile,true,true
RegExp,dotAll,true,true
RegExp,exec,true,true
RegExp,flags,true,true
RegExp,global,true,true
RegExp,ignoreCase,true,true
RegExp,input,true,true
RegExp,lastMatch,true,true
RegExp,lastParen,true,true
RegExp,leftContext,true,true
RegExp,multiline,true,true
RegExp,rightContext,true,true
RegExp,source,true,true
RegExp,sticky,true,true
RegExp,test,true,true
RegExp,unicode,true,true
RemotePlayback,cancelWatchAvailability,true,true
RemotePlayback,onconnect,true,true
RemotePlayback,onconnecting,true,true
RemotePlayback,ondisconnect,true,true
RemotePlayback,prompt,true,true
RemotePlayback,state,true,true
RemotePlayback,watchAvailability,true,true
Request,arrayBuffer,true,true
Request,blob,true,true
Request,bodyUsed,true,true
Request,cache,false,false
Request,clone,true,true
Request,credentials,true,true
Request,formData,true,true
Request,headers,true,true
Request,integrity,true,true
Request,json,true,true
Request,method,true,true
Request,mode,true,true
Request,redirect,true,true
Request,referrer,true,true
Request,referrerPolicy,true,true
Request,text,true,true
Request,url,true,true
ResizeObserver,disconnect,false,false
ResizeObserver,observe,false,false
ResizeObserver,unobserve,false,false
ResizeObserverEntry,contentRect,false,false
ResizeObserverEntry,target,false,false
Response,arrayBuffer,true,true
Response,blob,true,true
Response,body,true,true
Response,bodyUsed,true,true
Response,clone,true,true
Response,error,true,true
Response,formData,true,true
Response,headers,true,true
Response,json,true,true
Response,ok,true,true
Response,redirect,true,true
Response,redirected,true,true
Response,status,true,true
Response,statusText,true,true
Response,text,true,true
Response,type,true,true
Response,url,true,true
SVGAElement,href,true,true
SVGAElement,target,true,true
SVGAngle,convertToSpecifiedUnits,true,true
SVGAngle,newValueSpecifiedUnits,true,true
SVGAngle,unitType,true,true
SVGAngle,value,true,true
SVGAngle,valueAsString,true,true
SVGAngle,valueInSpecifiedUnits,true,true
SVGAnimatedAngle,animVal,true,true
SVGAnimatedAngle,baseVal,true,true
SVGAnimatedBoolean,animVal,true,true
SVGAnimatedBoolean,baseVal,true,true
SVGAnimatedEnumeration,animVal,true,true
SVGAnimatedEnumeration,baseVal,true,true
SVGAnimatedInteger,animVal,true,true
SVGAnimatedInteger,baseVal,true,true
SVGAnimatedLength,animVal,true,true
SVGAnimatedLength,baseVal,true,true
SVGAnimatedLengthList,animVal,true,true
SVGAnimatedLengthList,baseVal,true,true
SVGAnimatedNumber,animVal,true,true
SVGAnimatedNumber,baseVal,true,true
SVGAnimatedNumberList,animVal,true,true
SVGAnimatedNumberList,baseVal,true,true
SVGAnimatedPreserveAspectRatio,animVal,true,true
SVGAnimatedPreserveAspectRatio,baseVal,true,true
SVGAnimatedRect,animVal,true,true
SVGAnimatedRect,baseVal,true,true
SVGAnimatedString,animVal,true,true
SVGAnimatedString,baseVal,true,true
SVGAnimatedTransformList,animVal,true,true
SVGAnimatedTransformList,baseVal,true,true
SVGAnimationElement,beginElement,true,true
SVGAnimationElement,beginElementAt,true,true
SVGAnimationElement,endElement,true,true
SVGAnimationElement,endElementAt,true,true
SVGAnimationElement,getCurrentTime,true,true
SVGAnimationElement,getSimpleDuration,true,true
SVGAnimationElement,getStartTime,true,true
SVGAnimationElement,onbegin,true,true
SVGAnimationElement,onend,true,true
SVGAnimationElement,onrepeat,true,true
SVGAnimationElement,requiredExtensions,true,true
SVGAnimationElement,systemLanguage,true,true
SVGAnimationElement,targetElement,true,true
SVGCircleElement,cx,true,true
SVGCircleElement,cy,true,true
SVGCircleElement,r,true,true
SVGClipPathElement,clipPathUnits,true,true
SVGComponentTransferFunctionElement,amplitude,true,true
SVGComponentTransferFunctionElement,exponent,true,true
SVGComponentTransferFunctionElement,intercept,true,true
SVGComponentTransferFunctionElement,offset,true,true
SVGComponentTransferFunctionElement,slope,true,true
SVGComponentTransferFunctionElement,tableValues,true,true
SVGComponentTransferFunctionElement,type,true,true
SVGElement,blur,true,true
SVGElement,dataset,true,true
SVGElement,focus,true,true
SVGElement,nonce,true,true
SVGElement,onabort,true,true
SVGElement,onauxclick,true,true
SVGElement,onblur,true,true
SVGElement,oncancel,true,true
SVGElement,oncanplay,true,true
SVGElement,oncanplaythrough,true,true
SVGElement,onchange,true,true
SVGElement,onclick,true,true
SVGElement,onclose,true,true
SVGElement,oncontextmenu,true,true
SVGElement,oncuechange,true,true
SVGElement,ondblclick,true,true
SVGElement,ondrag,true,true
SVGElement,ondragend,true,true
SVGElement,ondragenter,true,true
SVGElement,ondragleave,true,true
SVGElement,ondragover,true,true
SVGElement,ondragstart,true,true
SVGElement,ondrop,true,true
SVGElement,ondurationchange,true,true
SVGElement,onemptied,true,true
SVGElement,onended,true,true
SVGElement,onerror,true,true
SVGElement,onfocus,true,true
SVGElement,ongotpointercapture,true,true
SVGElement,oninput,true,true
SVGElement,oninvalid,true,true
SVGElement,onkeydown,true,true
SVGElement,onkeypress,true,true
SVGElement,onkeyup,true,true
SVGElement,onload,true,true
SVGElement,onloadeddata,true,true
SVGElement,onloadedmetadata,true,true
SVGElement,onloadstart,true,true
SVGElement,onlostpointercapture,true,true
SVGElement,onmousedown,true,true
SVGElement,onmouseenter,true,true
SVGElement,onmouseleave,true,true
SVGElement,onmousemove,true,true
SVGElement,onmouseout,true,true
SVGElement,onmouseover,true,true
SVGElement,onmouseup,true,true
SVGElement,onmousewheel,true,true
SVGElement,onpause,true,true
SVGElement,onplay,true,true
SVGElement,onplaying,true,true
SVGElement,onpointercancel,true,true
SVGElement,onpointerdown,true,true
SVGElement,onpointerenter,true,true
SVGElement,onpointerleave,true,true
SVGElement,onpointermove,true,true
SVGElement,onpointerout,true,true
SVGElement,onpointerover,true,true
SVGElement,onpointerup,true,true
SVGElement,onprogress,true,true
SVGElement,onratechange,true,true
SVGElement,onreset,true,true
SVGElement,onresize,true,true
SVGElement,onscroll,true,true
SVGElement,onseeked,true,true
SVGElement,onseeking,true,true
SVGElement,onselect,true,true
SVGElement,onstalled,true,true
SVGElement,onsubmit,true,true
SVGElement,onsuspend,true,true
SVGElement,ontimeupdate,true,true
SVGElement,ontoggle,true,true
SVGElement,onvolumechange,true,true
SVGElement,onwaiting,true,true
SVGElement,onwheel,true,true
SVGElement,ownerSVGElement,true,true
SVGElement,style,true,true
SVGElement,tabIndex,true,true
SVGElement,viewportElement,true,true
SVGEllipseElement,cx,true,true
SVGEllipseElement,cy,true,true
SVGEllipseElement,rx,true,true
SVGEllipseElement,ry,true,true
SVGFEBlendElement,height,true,true
SVGFEBlendElement,in1,true,true
SVGFEBlendElement,in2,true,true
SVGFEBlendElement,mode,true,true
SVGFEBlendElement,result,true,true
SVGFEBlendElement,width,true,true
SVGFEBlendElement,x,true,true
SVGFEBlendElement,y,true,true
SVGFEColorMatrixElement,height,true,true
SVGFEColorMatrixElement,in1,true,true
SVGFEColorMatrixElement,result,true,true
SVGFEColorMatrixElement,type,true,true
SVGFEColorMatrixElement,values,true,true
SVGFEColorMatrixElement,width,true,true
SVGFEColorMatrixElement,x,true,true
SVGFEColorMatrixElement,y,true,true
SVGFEComponentTransferElement,height,true,true
SVGFEComponentTransferElement,in1,true,true
SVGFEComponentTransferElement,result,true,true
SVGFEComponentTransferElement,width,true,true
SVGFEComponentTransferElement,x,true,true
SVGFEComponentTransferElement,y,true,true
SVGFECompositeElement,height,true,true
SVGFECompositeElement,in1,true,true
SVGFECompositeElement,in2,true,true
SVGFECompositeElement,k1,true,true
SVGFECompositeElement,k2,true,true
SVGFECompositeElement,k3,true,true
SVGFECompositeElement,k4,true,true
SVGFECompositeElement,operator,true,true
SVGFECompositeElement,result,true,true
SVGFECompositeElement,width,true,true
SVGFECompositeElement,x,true,true
SVGFECompositeElement,y,true,true
SVGFEConvolveMatrixElement,bias,true,true
SVGFEConvolveMatrixElement,divisor,true,true
SVGFEConvolveMatrixElement,edgeMode,true,true
SVGFEConvolveMatrixElement,height,true,true
SVGFEConvolveMatrixElement,in1,true,true
SVGFEConvolveMatrixElement,kernelMatrix,true,true
SVGFEConvolveMatrixElement,kernelUnitLengthX,true,true
SVGFEConvolveMatrixElement,kernelUnitLengthY,true,true
SVGFEConvolveMatrixElement,orderX,true,true
SVGFEConvolveMatrixElement,orderY,true,true
SVGFEConvolveMatrixElement,preserveAlpha,true,true
SVGFEConvolveMatrixElement,result,true,true
SVGFEConvolveMatrixElement,targetX,true,true
SVGFEConvolveMatrixElement,targetY,true,true
SVGFEConvolveMatrixElement,width,true,true
SVGFEConvolveMatrixElement,x,true,true
SVGFEConvolveMatrixElement,y,true,true
SVGFEDiffuseLightingElement,diffuseConstant,true,true
SVGFEDiffuseLightingElement,height,true,true
SVGFEDiffuseLightingElement,in1,true,true
SVGFEDiffuseLightingElement,kernelUnitLengthX,true,true
SVGFEDiffuseLightingElement,kernelUnitLengthY,true,true
SVGFEDiffuseLightingElement,result,true,true
SVGFEDiffuseLightingElement,surfaceScale,true,true
SVGFEDiffuseLightingElement,width,true,true
SVGFEDiffuseLightingElement,x,true,true
SVGFEDiffuseLightingElement,y,true,true
SVGFEDisplacementMapElement,height,true,true
SVGFEDisplacementMapElement,in1,true,true
SVGFEDisplacementMapElement,in2,true,true
SVGFEDisplacementMapElement,result,true,true
SVGFEDisplacementMapElement,scale,true,true
SVGFEDisplacementMapElement,width,true,true
SVGFEDisplacementMapElement,x,true,true
SVGFEDisplacementMapElement,xChannelSelector,true,true
SVGFEDisplacementMapElement,y,true,true
SVGFEDisplacementMapElement,yChannelSelector,true,true
SVGFEDistantLightElement,azimuth,true,true
SVGFEDistantLightElement,elevation,true,true
SVGFEDropShadowElement,dx,true,true
SVGFEDropShadowElement,dy,true,true
SVGFEDropShadowElement,height,true,true
SVGFEDropShadowElement,in1,true,true
SVGFEDropShadowElement,result,true,true
SVGFEDropShadowElement,setStdDeviation,true,true
SVGFEDropShadowElement,stdDeviationX,true,true
SVGFEDropShadowElement,stdDeviationY,true,true
SVGFEDropShadowElement,width,true,true
SVGFEDropShadowElement,x,true,true
SVGFEDropShadowElement,y,true,true
SVGFEFloodElement,height,true,true
SVGFEFloodElement,result,true,true
SVGFEFloodElement,width,true,true
SVGFEFloodElement,x,true,true
SVGFEFloodElement,y,true,true
SVGFEGaussianBlurElement,height,true,true
SVGFEGaussianBlurElement,in1,true,true
SVGFEGaussianBlurElement,result,true,true
SVGFEGaussianBlurElement,setStdDeviation,true,true
SVGFEGaussianBlurElement,stdDeviationX,true,true
SVGFEGaussianBlurElement,stdDeviationY,true,true
SVGFEGaussianBlurElement,width,true,true
SVGFEGaussianBlurElement,x,true,true
SVGFEGaussianBlurElement,y,true,true
SVGFEImageElement,height,true,true
SVGFEImageElement,href,true,true
SVGFEImageElement,preserveAspectRatio,true,true
SVGFEImageElement,result,true,true
SVGFEImageElement,width,true,true
SVGFEImageElement,x,true,true
SVGFEImageElement,y,true,true
SVGFEMergeElement,height,true,true
SVGFEMergeElement,result,true,true
SVGFEMergeElement,width,true,true
SVGFEMergeElement,x,true,true
SVGFEMergeElement,y,true,true
SVGFEMergeNodeElement,in1,true,true
SVGFEMorphologyElement,height,true,true
SVGFEMorphologyElement,in1,true,true
SVGFEMorphologyElement,operator,true,true
SVGFEMorphologyElement,radiusX,true,true
SVGFEMorphologyElement,radiusY,true,true
SVGFEMorphologyElement,result,true,true
SVGFEMorphologyElement,width,true,true
SVGFEMorphologyElement,x,true,true
SVGFEMorphologyElement,y,true,true
SVGFEOffsetElement,dx,true,true
SVGFEOffsetElement,dy,true,true
SVGFEOffsetElement,height,true,true
SVGFEOffsetElement,in1,true,true
SVGFEOffsetElement,result,true,true
SVGFEOffsetElement,width,true,true
SVGFEOffsetElement,x,true,true
SVGFEOffsetElement,y,true,true
SVGFEPointLightElement,x,true,true
SVGFEPointLightElement,y,true,true
SVGFEPointLightElement,z,true,true
SVGFESpecularLightingElement,height,true,true
SVGFESpecularLightingElement,in1,true,true
SVGFESpecularLightingElement,kernelUnitLengthX,true,true
SVGFESpecularLightingElement,kernelUnitLengthY,true,true
SVGFESpecularLightingElement,result,true,true
SVGFESpecularLightingElement,specularConstant,true,true
SVGFESpecularLightingElement,specularExponent,true,true
SVGFESpecularLightingElement,surfaceScale,true,true
SVGFESpecularLightingElement,width,true,true
SVGFESpecularLightingElement,x,true,true
SVGFESpecularLightingElement,y,true,true
SVGFESpotLightElement,limitingConeAngle,true,true
SVGFESpotLightElement,pointsAtX,true,true
SVGFESpotLightElement,pointsAtY,true,true
SVGFESpotLightElement,pointsAtZ,true,true
SVGFESpotLightElement,specularExponent,true,true
SVGFESpotLightElement,x,true,true
SVGFESpotLightElement,y,true,true
SVGFESpotLightElement,z,true,true
SVGFETileElement,height,true,true
SVGFETileElement,in1,true,true
SVGFETileElement,result,true,true
SVGFETileElement,width,true,true
SVGFETileElement,x,true,true
SVGFETileElement,y,true,true
SVGFETurbulenceElement,baseFrequencyX,true,true
SVGFETurbulenceElement,baseFrequencyY,true,true
SVGFETurbulenceElement,height,true,true
SVGFETurbulenceElement,numOctaves,true,true
SVGFETurbulenceElement,result,true,true
SVGFETurbulenceElement,seed,true,true
SVGFETurbulenceElement,stitchTiles,true,true
SVGFETurbulenceElement,type,true,true
SVGFETurbulenceElement,width,true,true
SVGFETurbulenceElement,x,true,true
SVGFETurbulenceElement,y,true,true
SVGFilterElement,filterUnits,true,true
SVGFilterElement,height,true,true
SVGFilterElement,href,true,true
SVGFilterElement,primitiveUnits,true,true
SVGFilterElement,width,true,true
SVGFilterElement,x,true,true
SVGFilterElement,y,true,true
SVGForeignObjectElement,height,true,true
SVGForeignObjectElement,width,true,true
SVGForeignObjectElement,x,true,true
SVGForeignObjectElement,y,true,true
SVGGeometryElement,getPointAtLength,true,true
SVGGeometryElement,getTotalLength,true,true
SVGGeometryElement,isPointInFill,true,true
SVGGeometryElement,isPointInStroke,true,true
SVGGeometryElement,pathLength,true,true
SVGGradientElement,gradientTransform,true,true
SVGGradientElement,gradientUnits,true,true
SVGGradientElement,href,true,true
SVGGradientElement,spreadMethod,true,true
SVGGraphicsElement,farthestViewportElement,true,true
SVGGraphicsElement,getBBox,true,true
SVGGraphicsElement,getCTM,true,true
SVGGraphicsElement,getScreenCTM,true,true
SVGGraphicsElement,nearestViewportElement,true,true
SVGGraphicsElement,requiredExtensions,true,true
SVGGraphicsElement,systemLanguage,true,true
SVGGraphicsElement,transform,true,true
SVGImageElement,decode,false,false
SVGImageElement,height,true,true
SVGImageElement,href,true,true
SVGImageElement,preserveAspectRatio,true,true
SVGImageElement,width,true,true
SVGImageElement,x,true,true
SVGImageElement,y,true,true
SVGLength,convertToSpecifiedUnits,true,true
SVGLength,newValueSpecifiedUnits,true,true
SVGLength,unitType,true,true
SVGLength,value,true,true
SVGLength,valueAsString,true,true
SVGLength,valueInSpecifiedUnits,true,true
SVGLengthList,appendItem,true,true
SVGLengthList,clear,true,true
SVGLengthList,getItem,true,true
SVGLengthList,initialize,true,true
SVGLengthList,insertItemBefore,true,true
SVGLengthList,length,true,true
SVGLengthList,numberOfItems,true,true
SVGLengthList,removeItem,true,true
SVGLengthList,replaceItem,true,true
SVGLineElement,x1,true,true
SVGLineElement,x2,true,true
SVGLineElement,y1,true,true
SVGLineElement,y2,true,true
SVGLinearGradientElement,x1,true,true
SVGLinearGradientElement,x2,true,true
SVGLinearGradientElement,y1,true,true
SVGLinearGradientElement,y2,true,true
SVGMPathElement,href,true,true
SVGMarkerElement,markerHeight,true,true
SVGMarkerElement,markerUnits,true,true
SVGMarkerElement,markerWidth,true,true
SVGMarkerElement,orientAngle,true,true
SVGMarkerElement,orientType,true,true
SVGMarkerElement,preserveAspectRatio,true,true
SVGMarkerElement,refX,true,true
SVGMarkerElement,refY,true,true
SVGMarkerElement,setOrientToAngle,true,true
SVGMarkerElement,setOrientToAuto,true,true
SVGMarkerElement,viewBox,true,true
SVGMaskElement,height,true,true
SVGMaskElement,maskContentUnits,true,true
SVGMaskElement,maskUnits,true,true
SVGMaskElement,requiredExtensions,true,true
SVGMaskElement,systemLanguage,true,true
SVGMaskElement,width,true,true
SVGMaskElement,x,true,true
SVGMaskElement,y,true,true
SVGMatrix,a,true,true
SVGMatrix,b,true,true
SVGMatrix,c,true,true
SVGMatrix,d,true,true
SVGMatrix,e,true,true
SVGMatrix,f,true,true
SVGMatrix,flipX,true,true
SVGMatrix,flipY,true,true
SVGMatrix,inverse,true,true
SVGMatrix,multiply,true,true
SVGMatrix,rotate,true,true
SVGMatrix,rotateFromVector,true,true
SVGMatrix,scale,true,true
SVGMatrix,scaleNonUniform,true,true
SVGMatrix,skewX,true,true
SVGMatrix,skewY,true,true
SVGMatrix,translate,true,true
SVGNumber,value,true,true
SVGNumberList,appendItem,true,true
SVGNumberList,clear,true,true
SVGNumberList,getItem,true,true
SVGNumberList,initialize,true,true
SVGNumberList,insertItemBefore,true,true
SVGNumberList,length,true,true
SVGNumberList,numberOfItems,true,true
SVGNumberList,removeItem,true,true
SVGNumberList,replaceItem,true,true
SVGPatternElement,height,true,true
SVGPatternElement,href,true,true
SVGPatternElement,patternContentUnits,true,true
SVGPatternElement,patternTransform,true,true
SVGPatternElement,patternUnits,true,true
SVGPatternElement,preserveAspectRatio,true,true
SVGPatternElement,requiredExtensions,true,true
SVGPatternElement,systemLanguage,true,true
SVGPatternElement,viewBox,true,true
SVGPatternElement,width,true,true
SVGPatternElement,x,true,true
SVGPatternElement,y,true,true
SVGPoint,matrixTransform,true,true
SVGPoint,x,true,true
SVGPoint,y,true,true
SVGPointList,appendItem,true,true
SVGPointList,clear,true,true
SVGPointList,getItem,true,true
SVGPointList,initialize,true,true
SVGPointList,insertItemBefore,true,true
SVGPointList,length,true,true
SVGPointList,numberOfItems,true,true
SVGPointList,removeItem,true,true
SVGPointList,replaceItem,true,true
SVGPolygonElement,animatedPoints,true,true
SVGPolygonElement,points,true,true
SVGPolylineElement,animatedPoints,true,true
SVGPolylineElement,points,true,true
SVGPreserveAspectRatio,align,true,true
SVGPreserveAspectRatio,meetOrSlice,true,true
SVGRadialGradientElement,cx,true,true
SVGRadialGradientElement,cy,true,true
SVGRadialGradientElement,fr,true,true
SVGRadialGradientElement,fx,true,true
SVGRadialGradientElement,fy,true,true
SVGRadialGradientElement,r,true,true
SVGRect,height,true,true
SVGRect,width,true,true
SVGRect,x,true,true
SVGRect,y,true,true
SVGRectElement,height,true,true
SVGRectElement,rx,true,true
SVGRectElement,ry,true,true
SVGRectElement,width,true,true
SVGRectElement,x,true,true
SVGRectElement,y,true,true
SVGSVGElement,animationsPaused,true,true
SVGSVGElement,checkEnclosure,true,true
SVGSVGElement,checkIntersection,true,true
SVGSVGElement,createSVGAngle,true,true
SVGSVGElement,createSVGLength,true,true
SVGSVGElement,createSVGMatrix,true,true
SVGSVGElement,createSVGNumber,true,true
SVGSVGElement,createSVGPoint,true,true
SVGSVGElement,createSVGRect,true,true
SVGSVGElement,createSVGTransform,true,true
SVGSVGElement,createSVGTransformFromMatrix,true,true
SVGSVGElement,currentScale,true,true
SVGSVGElement,currentTranslate,true,true
SVGSVGElement,deselectAll,true,true
SVGSVGElement,forceRedraw,true,true
SVGSVGElement,getCurrentTime,true,true
SVGSVGElement,getElementById,true,true
SVGSVGElement,getEnclosureList,true,true
SVGSVGElement,getIntersectionList,true,true
SVGSVGElement,height,true,true
SVGSVGElement,pauseAnimations,true,true
SVGSVGElement,preserveAspectRatio,true,true
SVGSVGElement,setCurrentTime,true,true
SVGSVGElement,suspendRedraw,true,true
SVGSVGElement,unpauseAnimations,true,true
SVGSVGElement,unsuspendRedraw,true,true
SVGSVGElement,unsuspendRedrawAll,true,true
SVGSVGElement,viewBox,true,true
SVGSVGElement,width,true,true
SVGSVGElement,x,true,true
SVGSVGElement,y,true,true
SVGSVGElement,zoomAndPan,true,true
SVGScriptElement,href,true,true
SVGScriptElement,type,true,true
SVGStopElement,offset,true,true
SVGStringList,appendItem,true,true
SVGStringList,clear,true,true
SVGStringList,getItem,true,true
SVGStringList,initialize,true,true
SVGStringList,insertItemBefore,true,true
SVGStringList,length,true,true
SVGStringList,numberOfItems,true,true
SVGStringList,removeItem,true,true
SVGStringList,replaceItem,true,true
SVGStyleElement,disabled,true,true
SVGStyleElement,media,true,true
SVGStyleElement,sheet,true,true
SVGStyleElement,title,true,true
SVGStyleElement,type,true,true
SVGSymbolElement,preserveAspectRatio,true,true
SVGSymbolElement,viewBox,true,true
SVGTextContentElement,getCharNumAtPosition,true,true
SVGTextContentElement,getComputedTextLength,true,true
SVGTextContentElement,getEndPositionOfChar,true,true
SVGTextContentElement,getExtentOfChar,true,true
SVGTextContentElement,getNumberOfChars,true,true
SVGTextContentElement,getRotationOfChar,true,true
SVGTextContentElement,getStartPositionOfChar,true,true
SVGTextContentElement,getSubStringLength,true,true
SVGTextContentElement,lengthAdjust,true,true
SVGTextContentElement,selectSubString,true,true
SVGTextContentElement,textLength,true,true
SVGTextPathElement,href,true,true
SVGTextPathElement,method,true,true
SVGTextPathElement,spacing,true,true
SVGTextPathElement,startOffset,true,true
SVGTextPositioningElement,dx,true,true
SVGTextPositioningElement,dy,true,true
SVGTextPositioningElement,rotate,true,true
SVGTextPositioningElement,x,true,true
SVGTextPositioningElement,y,true,true
SVGTransform,angle,true,true
SVGTransform,matrix,true,true
SVGTransform,setMatrix,true,true
SVGTransform,setRotate,true,true
SVGTransform,setScale,true,true
SVGTransform,setSkewX,true,true
SVGTransform,setSkewY,true,true
SVGTransform,setTranslate,true,true
SVGTransform,type,true,true
SVGTransformList,appendItem,true,true
SVGTransformList,clear,true,true
SVGTransformList,consolidate,true,true
SVGTransformList,createSVGTransformFromMatrix,true,true
SVGTransformList,getItem,true,true
SVGTransformList,initialize,true,true
SVGTransformList,insertItemBefore,true,true
SVGTransformList,length,true,true
SVGTransformList,numberOfItems,true,true
SVGTransformList,removeItem,true,true
SVGTransformList,replaceItem,true,true
SVGUseElement,height,true,true
SVGUseElement,href,true,true
SVGUseElement,width,true,true
SVGUseElement,x,true,true
SVGUseElement,y,true,true
SVGViewElement,preserveAspectRatio,true,true
SVGViewElement,viewBox,true,true
SVGViewElement,zoomAndPan,true,true
Screen,availHeight,true,true
Screen,availLeft,true,true
Screen,availTop,true,true
Screen,availWidth,true,true
Screen,colorDepth,true,true
Screen,height,true,true
Screen,orientation,true,true
Screen,pixelDepth,true,true
Screen,width,true,true
ScreenOrientation,angle,true,true
ScreenOrientation,lock,true,true
ScreenOrientation,onchange,true,true
ScreenOrientation,type,true,true
ScreenOrientation,unlock,true,true
ScriptProcessorNode,bufferSize,true,true
ScriptProcessorNode,onaudioprocess,true,true
SecurityPolicyViolationEvent,blockedURI,true,true
SecurityPolicyViolationEvent,columnNumber,true,true
SecurityPolicyViolationEvent,disposition,true,true
SecurityPolicyViolationEvent,documentURI,true,true
SecurityPolicyViolationEvent,effectiveDirective,true,true
SecurityPolicyViolationEvent,lineNumber,true,true
SecurityPolicyViolationEvent,originalPolicy,true,true
SecurityPolicyViolationEvent,referrer,true,true
